Company,Category,Product Code,Product Name,Full Description,Short Code,Commodity Code,EAN (Bar Code),Wash Degrees,Gender,GSM,Composition,Specifications,Colour Code,Colour,Pantone,Hex,Size,Price Single,Qty Single,Price Pack,Pack Qty,Price Caton,Carton Qty,Price 1K,1K Qty,MyPrice,Model Large Image,Model Small Image,Large Colour Image,Small Colour Image,Video Link,Packaging,Country of Origin,Gross Weight,Net Weight,Tax Code
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Black - 5/6 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603BK5,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,BK,Black,Black C,#000000,5/6 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-BK-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-BK-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Black - 7/8 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603BK7,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,BK,Black,Black C,#000000,7/8 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-BK-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-BK-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Black - 9/10 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603BK9,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,BK,Black,Black C,#000000,9/10 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-BK-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-BK-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Maroon - 11/13 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603MR11,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,MR,Maroon,209 C,#752641,11/13 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-MR-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Maroon - 2 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603MR2,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,MR,Maroon,209 C,#752641,2 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-MR-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Maroon - 3/4 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603MR3,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,MR,Maroon,209 C,#752641,3/4 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-MR-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Maroon - 5/6 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603MR5,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,MR,Maroon,209 C,#752641,5/6 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-MR-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Maroon - 7/8 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603MR7,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,MR,Maroon,209 C,#752641,7/8 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-MR-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Maroon - 9/10 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603MR9,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,MR,Maroon,209 C,#752641,9/10 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-MR-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Navy - 11/13 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603NY11,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,NY,Navy,296 C,#041C2C,11/13 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-NY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-NY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Navy - 2 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603NY2,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,NY,Navy,296 C,#041C2C,2 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-NY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-NY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Navy - 3/4 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603NY3,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,NY,Navy,296 C,#041C2C,3/4 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-NY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-NY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Navy - 5/6 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603NY5,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,NY,Navy,296 C,#041C2C,5/6 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-NY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-NY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Navy - 7/8 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603NY7,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,NY,Navy,296 C,#041C2C,7/8 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-NY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-NY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Navy - 9/10 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603NY9,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,NY,Navy,296 C,#041C2C,9/10 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-NY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-NY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Red - 11/13 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RD11,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RD,Red,200 C,#C10435,11/13 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RD-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RD-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Red - 2 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RD2,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RD,Red,200 C,#C10435,2 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RD-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RD-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Red - 3/4 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RD3,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RD,Red,200 C,#C10435,3/4 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RD-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RD-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Red - 5/6 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RD5,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RD,Red,200 C,#C10435,5/6 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RD-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RD-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Red - 7/8 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RD7,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RD,Red,200 C,#C10435,7/8 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RD-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RD-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Red - 9/10 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RD9,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RD,Red,200 C,#C10435,9/10 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RD-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RD-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Royal - 11/13 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RY11,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RY,Royal,293 U,#0047B6,11/13 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Royal - 2 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RY2,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RY,Royal,293 U,#0047B6,2 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Royal - 3/4 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RY3,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RY,Royal,293 U,#0047B6,3/4 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Royal - 5/6 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RY5,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RY,Royal,293 U,#0047B6,5/6 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Royal - 7/8 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RY7,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RY,Royal,293 U,#0047B6,7/8 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,CHILDRENS,UC603,Childrens Full Zip Micro Fleece Jacket ,UC603 - Royal - 9/10 yrs - 300GSM Childrens Full Zip Micro Fleece Jacket,603RY9,61023090,5.05568E+12,60,Children,300,100% POLYESTER,,RY,Royal,293 U,#0047B6,9/10 YRS,7.1,1,6.55,5,6.15,20,5.85,1000,5.85,https://images.uneekclothing.com/model-highres/UC603-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC603-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC603-RY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC603-RY-L.jpg,https://images.uneekclothing.com/videos/UC603_FINAL.mp4,,China,0.93,0.74,ZERORATED
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Bottle Green - XXL - 300GSM Classic Full Zip Micro Fleece Jacket,604BG2XL,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BG,Bottle Green,627 C,#032D23,2XL,7.5,1,6.9,5,6.5,20,6.15,1000,6.15,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BG-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Bottle Green - 3XL - 300GSM Classic Full Zip Micro Fleece Jacket,604BG3XL,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BG,Bottle Green,627 C,#032D23,3XL,8,1,7.4,5,7,20,6.65,1000,6.65,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BG-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Bottle Green - 4XL - 300GSM Classic Full Zip Micro Fleece Jacket,604BG4XL,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BG,Bottle Green,627 C,#032D23,4XL,8,1,7.4,5,7,20,6.65,1000,6.65,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BG-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Bottle Green - Large - 300GSM Classic Full Zip Micro Fleece Jacket,604BGLR,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BG,Bottle Green,627 C,#032D23,L,7.5,1,6.9,5,6.5,20,6.15,1000,6.15,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BG-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Bottle Green - Med - 300GSM Classic Full Zip Micro Fleece Jacket,604BGMD,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BG,Bottle Green,627 C,#032D23,M,7.5,1,6.9,5,6.5,20,6.15,1000,6.15,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BG-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Bottle Green - Small - 300GSM Classic Full Zip Micro Fleece Jacket,604BGSM,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BG,Bottle Green,627 C,#032D23,S,7.5,1,6.9,5,6.5,20,6.15,1000,6.15,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BG-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Bottle Green - XL - 300GSM Classic Full Zip Micro Fleece Jacket,604BGXL,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BG,Bottle Green,627 C,#032D23,XL,7.5,1,6.9,5,6.5,20,6.15,1000,6.15,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BG-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Bottle Green - XS - 300GSM Classic Full Zip Micro Fleece Jacket,604BGXS,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BG,Bottle Green,627 C,#032D23,XS,7.5,1,6.9,5,6.5,20,6.15,1000,6.15,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BG-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Black - XXL - 300GSM Classic Full Zip Micro Fleece Jacket,604BK2XL,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BK,Black,Black C,#000000,2XL,7.5,1,6.9,5,6.5,20,6.15,1000,6.15,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BK-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BK-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Black - 3XL - 300GSM Classic Full Zip Micro Fleece Jacket,604BK3XL,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BK,Black,Black C,#000000,3XL,8,1,7.4,5,7,20,6.65,1000,6.65,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BK-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BK-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Black - 4XL - 300GSM Classic Full Zip Micro Fleece Jacket,604BK4XL,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BK,Black,Black C,#000000,4XL,8,1,7.4,5,7,20,6.65,1000,6.65,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BK-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BK-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Black - 5XL - 300GSM Classic Full Zip Micro Fleece Jacket,604BK5XL,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BK,Black,Black C,#000000,5XL,8.5,1,7.9,5,7.5,20,7.15,1000,7.15,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BK-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BK-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
Uneek Clothing,JACKETS,UC604,Classic Full Zip Micro Fleece Jacket,UC604 - Black - 6XL - 300GSM Classic Full Zip Micro Fleece Jacket,604BK6XL,61023090,5.05568E+12,60,Unisex,300,100% POLYESTER,,BK,Black,Black C,#000000,6XL,8.5,1,7.9,5,7.5,20,7.15,1000,7.15,https://images.uneekclothing.com/model-highres/UC604-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC604-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC604-BK-H.jpg,https://images.uneekclothing.com/colour-lowres/UC604-BK-L.jpg,https://images.uneekclothing.com/videos/UC604_FINAL.mp4,,China,0.93,0.74,STANDARD
