Company,Category,Product Code,Product Name,Full Description,Short Code,Commodity Code,EAN (Bar Code),Wash Degrees,Gender,GSM,Composition,Specifications,Colour Code,Colour,Pantone,Hex,Size,Price Single,Qty Single,Price Pack,Pack Qty,Price Caton,Carton Qty,Price 1K,1K Qty,MyPrice,Model Large Image,Model Small Image,Large Colour Image,Small Colour Image,Video Link,Packaging,Country of Origin,Gross Weight,Net Weight,Tax Code
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - French Navy - M - 180GSM Men's Polo Shirt,114FNMD,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,FN,French Navy,2767 C,#13294B,M,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-FN-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-FN-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - French Navy - S - 180GSM Men's Polo Shirt,114FNSM,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,FN,French Navy,2767 C,#13294B,S,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-FN-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-FN-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - French Navy - XL - 180GSM Men's Polo Shirt,114FNXL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,FN,French Navy,2767 C,#13294B,XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-FN-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-FN-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - French Navy - XS - 180GSM Men's Polo Shirt,114FNXS,6105201000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,FN,French Navy,2767 C,#13294B,XS,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-FN-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-FN-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Heather Grey - 2XL - 180GSM Men's Polo Shirt,114HG2XL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HG,Heather Grey,429 C,#A8ADB4,2XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Heather Grey - 3XL - 180GSM Men's Polo Shirt,114HG3XL,6105201000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HG,Heather Grey,429 C,#A8ADB4,3XL,3.95,1,3.65,10,3.45,60,3.3,1000,3.3,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Heather Grey - L - 180GSM Men's Polo Shirt,114HGLR,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HG,Heather Grey,429 C,#A8ADB4,L,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Heather Grey - M - 180GSM Men's Polo Shirt,114HGMD,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HG,Heather Grey,429 C,#A8ADB4,M,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Heather Grey - S - 180GSM Men's Polo Shirt,114HGSM,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HG,Heather Grey,429 C,#A8ADB4,S,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Heather Grey - XL - 180GSM Men's Polo Shirt,114HGXL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HG,Heather Grey,429 C,#A8ADB4,XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Heather Grey - XS - 180GSM Men's Polo Shirt,114HGXS,6105201000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HG,Heather Grey,429 C,#A8ADB4,XS,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Hot Pink - 2XL - 180GSM Men's Polo Shirt,114HP2XL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HP,Hot Pink,219 C,#E0218A,2XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HP-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HP-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Hot Pink - 3XL - 180GSM Men's Polo Shirt,114HP3XL,6105201000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HP,Hot Pink,219 C,#E0218A,3XL,3.95,1,3.65,10,3.45,60,3.3,1000,3.3,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HP-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HP-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Hot Pink - L - 180GSM Men's Polo Shirt,114HPLR,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HP,Hot Pink,219 C,#E0218A,L,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HP-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HP-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Hot Pink - M - 180GSM Men's Polo Shirt,114HPMD,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HP,Hot Pink,219 C,#E0218A,M,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HP-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HP-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Hot Pink - S - 180GSM Men's Polo Shirt,114HPSM,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HP,Hot Pink,219 C,#E0218A,S,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HP-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HP-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Hot Pink - XL - 180GSM Men's Polo Shirt,114HPXL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HP,Hot Pink,219 C,#E0218A,XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HP-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HP-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Hot Pink - XS - 180GSM Men's Polo Shirt,114HPXS,6105201000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,HP,Hot Pink,219 C,#E0218A,XS,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-HP-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-HP-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Kelly Green - 2XL - 180GSM Men's Polo Shirt,114KG2XL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,KG,Kelly Green,348 C,#007E3A,2XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-KG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-KG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Kelly Green - 3XL - 180GSM Men's Polo Shirt,114KG3XL,6105201000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,KG,Kelly Green,348 C,#007E3A,3XL,3.95,1,3.65,10,3.45,60,3.3,1000,3.3,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-KG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-KG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Kelly Green - L - 180GSM Men's Polo Shirt,114KGLR,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,KG,Kelly Green,348 C,#007E3A,L,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-KG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-KG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Kelly Green - M - 180GSM Men's Polo Shirt,114KGMD,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,KG,Kelly Green,348 C,#007E3A,M,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-KG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-KG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Kelly Green - S - 180GSM Men's Polo Shirt,114KGSM,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,KG,Kelly Green,348 C,#007E3A,S,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-KG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-KG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Kelly Green - XL - 180GSM Men's Polo Shirt,114KGXL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,KG,Kelly Green,348 C,#007E3A,XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-KG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-KG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Kelly Green - XS - 180GSM Men's Polo Shirt,114KGXS,6105201000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,KG,Kelly Green,348 C,#007E3A,XS,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-KG-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-KG-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Lime - 2XL - 180GSM Men's Polo Shirt,114LM2XL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,LM,Lime,376 C,#84BD00,2XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-LM-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-LM-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Lime - 3XL - 180GSM Men's Polo Shirt,114LM3XL,6105201000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,LM,Lime,376 C,#84BD00,3XL,3.95,1,3.65,10,3.45,60,3.3,1000,3.3,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-LM-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-LM-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Lime - L - 180GSM Men's Polo Shirt,114LMLR,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,LM,Lime,376 C,#84BD00,L,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-LM-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-LM-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Lime - M - 180GSM Men's Polo Shirt,114LMMD,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,LM,Lime,376 C,#84BD00,M,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-LM-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-LM-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Lime - S - 180GSM Men's Polo Shirt,114LMSM,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,LM,Lime,376 C,#84BD00,S,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-LM-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-LM-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Lime - XL - 180GSM Men's Polo Shirt,114LMXL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,LM,Lime,376 C,#84BD00,XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-LM-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-LM-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Lime - XS - 180GSM Men's Polo Shirt,114LMXS,6105201000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,LM,Lime,376 C,#84BD00,XS,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-LM-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-LM-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Maroon - 2XL - 180GSM Men's Polo Shirt,114MR2XL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,MR,Maroon,209 C,#752641,2XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-MR-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Maroon - 3XL - 180GSM Men's Polo Shirt,114MR3XL,6105201000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,MR,Maroon,209 C,#752641,3XL,3.95,1,3.65,10,3.45,60,3.3,1000,3.3,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-MR-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Maroon - L - 180GSM Men's Polo Shirt,114MRLR,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,MR,Maroon,209 C,#752641,L,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-MR-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Maroon - M - 180GSM Men's Polo Shirt,114MRMD,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,MR,Maroon,209 C,#752641,M,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-MR-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Maroon - S - 180GSM Men's Polo Shirt,114MRSM,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,MR,Maroon,209 C,#752641,S,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-MR-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Maroon - XL - 180GSM Men's Polo Shirt,114MRXL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,MR,Maroon,209 C,#752641,XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-MR-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Maroon - XS - 180GSM Men's Polo Shirt,114MRXS,6105201000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,MR,Maroon,209 C,#752641,XS,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-MR-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-MR-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Bangladesh,0.46,0.37,STANDARD
Uneek Clothing,POLOSHIRT,UC114,Men's Ultra Cotton Poloshirt,UC114 - Navy - 2XL - 180GSM Men's Polo Shirt,114NY2XL,61061000,5.05568E+12,40,Unisex,180,100% RING SPUN COMBED COTTON,,NY,Navy,296 C,#041C2C,2XL,3.45,1,3.15,10,2.95,60,2.8,1000,2.8,https://images.uneekclothing.com/model-highres/UC114-M-H.jpg,https://images.uneekclothing.com/model-lowres/UC114-M-L.jpg,https://images.uneekclothing.com/colour-highres/UC114-NY-H.jpg,https://images.uneekclothing.com/colour-lowres/UC114-NY-L.jpg,https://images.uneekclothing.com/videos/UC114_FINAL.mp4,,Pakistan,0.46,0.37,STANDARD
